rad_name_ja,grade,hint_group,kunyomi,meaning,kstroke,examples,kunyomi_ja,ka_utf,rad_order,txt_books,kname,rad_utf,dick,rad_name,dicn,mn_hint,rad_stroke,onyomi_ja,rad_meaning,onyomi,ka_id,rad_position_ja,rad_position
"つち",5.0,6.0,"haka","grave, tomb",13.0,"[ [ ""墓碑 (ぼひ)"", ""gravestone, tombstone"" ], [ ""墓地 (ぼち)"", ""cemetery, graveyard"" ], [ ""墓穴 (ぼけつ)"", ""grave(hole in ground)"" ], [ ""墓標 (ぼひょう)"", ""grave-marker, gravestone"" ], [ ""墓 (はか)"", ""tomb"" ], [ ""墓参り (はかまいり)"", ""visit to a grave"" ] ]","はか","墓",37.0,"[]","haka","⼟",1505.0,"tsuchi",4027.0,"Flower [8] blooming in the sun 日over 一 lots 八 of soil 土: grave.",3.0,"ボ","earth","bo","ka_1022","",""
"つち",5.0,1.0,"muku, mukui, mukuiru, mukuu","inform, requite, news,report, reward",12.0,"[ [ ""報道 (ほうどう)"", ""information, report"" ], [ ""報酬 (ほうしゅう)"", ""remuneration, recompense"" ], [ ""情報 (じょうほう)"", ""information, news"" ], [ ""警報 (けいほう)"", ""alarm, warning"" ], [ ""速報 (そくほう)"", ""news flash, quick report"" ], [ ""天気予報 (てんきよほう)"", ""weather forecast"" ], [ ""報告する (ほうこくする)"", ""report, inform"" ], [ ""報復する (ほうふくする)"", ""retaliate, take revenge"" ], [ ""通報する (つうほうする)"", ""report [v.t.]"" ], [ ""報じる (ほうじる)"", ""inform, report"" ], [ ""報う (むくう)"", ""reward, recompense [v.i., v.t.]"" ], [ ""報いる (むくいる)"", ""reward, recompense [v.i., v.t.]"" ] ]","むく、むくい、むくいる、むくう","報",37.0,"[ { ""chapter"" : ""35"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""10"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""10"", ""txt_bk"" : ""jt"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""27"" } ]","(yo)hou","⼟",1115.0,"tsuchi",1114.0,"Happy 幸 news handed 又 in a sealed 卩 envelope.",3.0,"ホウ","earth","hou","ka_1023","",""
"こざとへん",5.0,1.0,"fuse, fusegu","prevent, protect from",7.0,"[ [ ""防水 (ぼうすい)"", ""waterproofing"" ], [ ""防音 (ぼうおん)"", ""soundproofing"" ], [ ""防虫剤 (ぼうちゅうざい)"", ""insecticide"" ], [ ""防腐剤 (ぼうふざい)"", ""antiseptic, preservative [n.]"" ], [ ""防災訓練 (ぼうさいくんれん)"", ""disaster prevention drill"" ], [ ""堤防 (ていぼう)"", ""bank, levee, dike"" ], [ ""消防車 (しょうぼうしゃ)"", ""fire-engine"" ], [ ""無防備な (むぼうびな)"", ""defenseless"" ], [ ""防止する (ぼうしする)"", ""prevent"" ], [ ""防衛する (ぼうえいする)"", ""defend, protect"" ], [ ""予防する (よぼうする)"", ""prevent by taking precautions"" ], [ ""防ぐ (ふせぐ)"", ""defend, protect, prevent"" ] ]","ふせ、ふせぐ","防",74.0,"[ { ""chapter"" : ""5"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""15"", ""txt_bk"" : ""jtr"" } ]","fuse(gu)","⻖",203.0,"kozatohen",4980.0,"Steep slopes 阝 preventing intruders from all directions 方.",3.0,"ボウ","hill, mound","bou","ka_1024","へん","hen"
"かい",5.0,1.0,"n/a","trade, exchange",12.0,"[ [ ""貿易 (ぼうえき)"", ""trade"" ], [ ""貿易業 (ぼうえきぎょう)"", ""trading business"" ], [ ""貿易風 (ぼうえきふう)"", ""trade wind"" ] ]","","貿",187.0,"[ { ""chapter"" : ""11"", ""txt_bk"" : ""jtr"" } ]","bou(ekifuu)","⾙",1665.0,"kai",4499.0,"Skillful ノ individuals ム trading swords 刀 and shellfish 貝.",7.0,"ボウ","shell, property, wealth","bou","ka_1025","",""
"ちから",5.0,1.0,"tsuto, tsutomeru, tsutomaru","duty, work, serve",11.0,"[ [ ""義務 (ぎむ)"", ""duty, obligation"" ], [ ""事務 (じむ)"", ""business, office work"" ], [ ""任務 (にんむ)"", ""duty, mission, task"" ], [ ""職務 (しょくむ)"", ""professional duties"" ], [ ""責務 (せきむ)"", ""duty, obligation, responsibility"" ], [ ""専務 (せんむ)"", ""managing director"" ], [ ""外務省 (がいむしょう)"", ""Department of Foreign Affairs"" ], [ ""法務省 (ほうむしょう)"", ""Ministry of Justice"" ], [ ""公務員 (こうむいん)"", ""civil servant"" ], [ ""勤務する (きんむする)"", ""work for"" ], [ ""務める (つとめる)"", ""serve, exert oneself [v.t.]"" ], [ ""務まる (つとまる)"", ""be fit for, function properly [v.i.]"" ] ]","つと、つとめる、つとまる","務",24.0,"[ { ""chapter"" : ""9"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""9"", ""txt_bk"" : ""jtr"" } ]","(nin)mu","⼒",797.0,"chikara",3167.0,"Guard holding 攵 halberd 矛 exerting 力 oneself in serving his master.",2.0,"ム","power","mu","ka_1026","",""
"いとへん",5.0,1.0,"wata","cotton",14.0,"[ [ ""綿花 (めんか)"", ""raw cotton, cotton wool"" ], [ ""綿糸 (めんし)"", ""cotton yarn"" ], [ ""綿棒 (めんぼう)"", ""cotton swab"" ], [ ""綿織物 (めんおりもの)"", ""cotton fabrics, cotton textiles"" ], [ ""木綿 (もめん)"", ""cotton"" ], [ ""綿密な (めんみつな)"", ""detailed, careful, thorough"" ], [ ""綿 (わた)"", ""raw cotton"" ], [ ""綿菓子 (わたがし)"", ""cotton candy"" ] ]","わた","綿",158.0,"[]","men-wata","",929.0,"itohen",3566.0,"Thread 糸 used to make white 白 cloth 巾.",6.0,"メン","thread","men","ka_1027","へん","hen"
"ひとやね",5.0,2.0,"ama, amari, amaru, amasu","remaining, excess",7.0,"[ [ ""余地 (よち)"", ""space, room, margin"" ], [ ""余暇 (よか)"", ""leisure, leisure time, spare time"" ], [ ""余波 (よは)"", ""secondary effect, aftermath"" ], [ ""余韻 (よいん)"", ""reverberation, lingering memory"" ], [ ""余剰 (よじょう)"", ""surplus, residue"" ], [ ""余談 (よだん)"", ""digression, sequel"" ], [ ""余命 (よめい)"", ""one&apos;s remaining years"" ], [ ""余程 (よほど)"", ""very, to a large extent, greatly"" ], [ ""余計な (よけいな)"", ""extra, excessive"" ], [ ""余分な (よぶんな)"", ""extra, excessive"" ], [ ""余す (あます)"", ""save, leave over"" ], [ ""余る (あまる)"", ""remain, be left over [v.i.]"" ] ]","あま、あまり、あまる、あます","余",12.0,"[]","yo(keina)","𠆢",1289.0,"hitoyane",408.0,"People [9] overflowing 八 in the streets [134], surplus.",2.0,"ヨ","person ","yo","ka_1028","かんむり","kanmuri"
"たへん",5.0,1.0,"n/a","abridged, strategy, omit, abbreviate",11.0,"[ [ ""略 (りゃく)"", ""abbreviation, omission"" ], [ ""略語 (りゃくご)"", ""abbreviation, acronym"" ], [ ""略字 (りゃくじ)"", ""abbreviation, simplified character"" ], [ ""略歴 (りゃくれき)"", ""brief personal record, short CV"" ], [ ""戦略 (せんりゃく)"", ""strategy, tactics"" ], [ ""策略 (さくりゃく)"", ""scheme, tactic, stratagem, trick"" ], [ ""略す (りゃくす)"", ""abbreviate"" ], [ ""略奪する (りゃくだつする)"", ""loot, rob"" ], [ ""攻略する (こうりゃくする)"", ""capture [v.t.]"" ], [ ""侵略する (しんりゃくする)"", ""invade"" ], [ ""省略する (しょうりゃくする)"", ""omit, abbreviate, abridge"" ] ]","","略",129.0,"[ { ""chapter"" : ""10"", ""txt_bk"" : ""txtIKB"" } ]","(sen)ryaku","",793.0,"tahen",3007.0,"Following 夂 a strategic order 口 by taking a shortcut over a field 田.",5.0,"リャク","rice paddy","ryaku","ka_1029","へん","hen"
"じゅう",1.0,1.0,"too, to","ten",2.0,"[ [ ""十 (じゅう)"", ""10"" ], [ ""十年 (じゅうねん)"", ""10 years"" ], [ ""十分な (じゅうぶんな)"", ""enough"" ], [ ""十か月 (じゅっかげつ)"", ""10 months"" ], [ ""十冊 (じゅっさつ)"", ""10 (bound objects)"" ], [ ""十匹 (じゅっぴき)"", ""10 (animals)"" ], [ ""十分 (じゅっぷん)"", ""10 minutes"" ], [ ""十本 (じゅっぽん)"", ""10 (long cylindrical objects)"" ], [ ""十日 (とおか)"", ""10 days, 10th of the month"" ], [ ""十人十色 (じゅうにんといろ)"", ""several men, several minds"" ], [ ""*二十才 (はたち)"", ""20 years old"" ], [ ""*二十日 (はつか)"", ""20 days, 20th day of the month"" ] ]","とお、と","十",28.0,"[ { ""chapter"" : ""6"", ""txt_bk"" : ""lesson"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""txtAd1"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtGenki"" }, { ""chapter"" : ""2"", ""txt_bk"" : ""txtSFJ1"" }, { ""chapter"" : ""2"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""2"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""9"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""1"", ""txt_bk"" : ""txtLookLearn"" }, { ""txt_bk"" : ""aij4"", ""chapter"" : ""4"" } ]","10","⼗",2110.0,"juu",768.0,"n/a",2.0,"ジュウ","ten","juu","ka_103","",""
"おおがい",5.0,1.0,"n/a","territory, govern, rule",14.0,"[ [ ""領土 (りょうど)"", ""dominion, territory"" ], [ ""領内 (りょうない)"", ""territory, domains"" ], [ ""領空 (りょうくう)"", ""territorial airspace"" ], [ ""領地 (りょうち)"", ""territory, dominion"" ], [ ""領域 (りょういき)"", ""area, domain, territory, field"" ], [ ""領事館 (りょうじかん)"", ""consulate"" ], [ ""領収書 (りょうしゅうしょ)"", ""receipt"" ], [ ""本領 (ほんりょう)"", ""characteristic, speciality"" ], [ ""要領 (ようりょう)"", ""gist, point, knack"" ], [ ""大統領 (だいとうりょう)"", ""president (of a nation)"" ], [ ""占領する (せんりょうする)"", ""occupy, capture, possess"" ], [ ""横領する (おうりょうする)"", ""embezzle"" ] ]","","領",217.0,"[]","(daitou)ryou","⾴",828.0,"oogai",5124.0,"Order [175]/令 issued by a leader/head 頁 to govern a territory.",9.0,"リョウ","head, page","ryou","ka_1030","つくり","tsukuri"
"つちへん",6.0,5.0,"n/a","bounded area, region",11.0,"[ [ ""地域 (ちいき)"", ""area, region"" ], [ ""水域 (すいいき)"", ""waters, water area"" ], [ ""区域 (くいき)"", ""boundary, zone, territory"" ], [ ""海域 (かいいき)"", ""area of ocean"" ], [ ""全域 (ぜんいき)"", ""the whole area"" ], [ ""聖域 (せいいき)"", ""sacred precincts"" ], [ ""領域 (りょういき)"", ""area, domain, territory, field"" ] ]","","域",38.0,"[ { ""chapter"" : ""14"", ""txt_bk"" : ""jtr"" } ]","(chi)iki","",341.0,"tsuchihen",1085.0,"Region 土 enclosed 口 and protected [135] with spears 戈.",3.0,"イキ","earth","iki","ka_1031","へん","hen"
"うかんむり",6.0,1.0,"n/a","universe",6.0,"[ [ ""宇宙 (うちゅう)"", ""universe, cosmos, space"" ], [ ""宇内 (うだい)"", ""the whole world"" ] ]","","宇",48.0,"[]","u(jicha)","⼧",1377.0,"ukanmuri",1280.0,"Skies 宀 <span class='note'>(orig. ""roof"")</span> with celestial bodies moving according to trajectory directions 于.",3.0,"ウ","roof, house","u","ka_1032","かんむり","kanmuri"
"さんずい",6.0,1.0,"so, sou","along",8.0,"[ [ ""沿道 (えんどう)"", ""route, course, roadside"" ], [ ""沿岸 (えんがん)"", ""coast, shore"" ], [ ""沿線 (えんせん)"", ""along a railroad line"" ], [ ""沿革 (えんかく)"", ""history, development"" ], [ ""沿う (そう)"", ""accompany, comply with"" ], [ ""川沿い (かわぞい)"", ""along a river"" ], [ ""山沿い (やまぞい)"", ""along a mountain"" ] ]","そ、そう","沿",76.0,"[ { ""chapter"" : ""12"", ""txt_bk"" : ""jtr"" } ]","en-so(u)","⺡",243.0,"sanzui",2525.0,"Many 八 people 口 living along the river シ.",3.0,"エン","water","en","ka_1033","へん","hen"
"がんだれ",6.0,1.0,"hai","ash",6.0,"[ [ ""灰白色 (かいはくしょく)"", ""grayish white"" ], [ ""石灰 (せっかい)"", ""lime, quicklime, caustic lime"" ], [ ""灰 (はい)"", ""ash"" ], [ ""灰皿 (はいざら)"", ""ashtray"" ], [ ""灰色 (はいいろ)"", ""grey, ashen"" ], [ ""火山灰 (かざんばい)"", ""volcanic ash"" ] ]","はい","灰",31.0,"[]","kai-hai","⼚",1892.0,"gandare",820.0,"Heap 厂 of ash after a fire 火.",2.0,"カイ","cliff","kai","ka_1034","たれ","tare"
"もんがまえ",6.0,1.0,"n/a","tower, tall magnificent building, cabinet",14.0,"[ [ ""閣僚 (かくりょう)"", ""cabinet ministers"" ], [ ""閣議 (かくぎ)"", ""cabinet meeting"" ], [ ""閣下 (かっか)"", ""Your excellency"" ], [ ""内閣 (ないかく)"", ""cabinet, ministry"" ], [ ""楼閣 (ろうかく)"", ""multistoried building"" ], [ ""仏閣 (ぶっかく)"", ""Buddhist temple"" ], [ ""金閣寺 (きんかくじ)"", ""Kinkakuji Temple"" ], [ ""銀閣寺 (ぎんかくじ)"", ""Ginkakuji Temple"" ], [ ""天守閣 (てんしゅかく)"", ""castle tower"" ], [ ""組閣する (そかくする)"", ""form a cabinet"" ] ]","","閣",208.0,"[]","kaku(ryou)","⾨",2098.0,"mongamae",4957.0,"Imposing gates 門 of splendid building housing hand 又 with scepterノ, issuing 口 orders.",8.0,"カク","gate, door","kaku","ka_1035","かまえ, もんがまえ","kamae, mongamae"
"りっとう",6.0,5.0,"wa, waru, wari, wareru, sa, saku","divide, split",12.0,"[ [ ""割愛する (かつあいする)"", ""omit, leave out, spare"" ], [ ""分割する (ぶんかつする)"", ""partition, divide, separate"" ], [ ""割る (わる)"", ""divide, break, crack [v.t.]"" ], [ ""割れる (われる)"", ""break, split, crack [v.i.]"" ], [ ""割り勘 (わりかん)"", ""shared expenses"" ], [ ""割り算 (わりざん)"", ""division"" ], [ ""割り引く (わりびく)"", ""discount [v.t.]"" ], [ ""割合 (わりあい)"", ""rate, ratio, proportion"" ], [ ""一割 (いちわり)"", ""ten percent"" ], [ ""役割 (やくわり)"", ""part, role, duties"" ], [ ""割と (わりと)"", ""relatively, comparatively"" ], [ ""割く (さく)"", ""split, rend, cut, spare (time)"" ] ]","わ、わる、わり、われる、さ、さく","割",23.0,"[ { ""chapter"" : ""33"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""jtr"" } ]","wa(ru)","⺉",1180.0,"rittou",703.0,"Master [69] of the house 宀 dividing刂provisions 口 to household members.",2.0,"カツ","knife, sword","katsu","ka_1036","つくり","tsukuri"
"きへん",6.0,2.0,"kabu","stock, share, stump",10.0,"[ [ ""株 (かぶ)"", ""share, stock, stump"" ], [ ""株式 (かぶしき)"", ""stock [n.]"" ], [ ""株価 (かぶか)"", ""stock prices"" ], [ ""株券 (かぶけん)"", ""stock certificate"" ], [ ""株主 (かぶぬし)"", ""shareholder, stockholder"" ], [ ""株主総会 (かぶぬしそうかい)"", ""general meeting of stockholders"" ], [ ""株式会社 (かぶしきがいしゃ)"", ""stock company, corporation"" ], [ ""株分け (かぶわけ)"", ""root division"" ], [ ""切り株 (きりかぶ)"", ""stump, stubble"" ] ]","かぶ","株",98.0,"[]","kabu(shiki)","",635.0,"kihen",2257.0,"People [5] cutting trees 林 to be shared.",4.0,"","tree, wood","n/a","ka_1037","へん","hen"
"かん",6.0,1.0,"ho, hi, hosu, hoshi, hiru","dry",3.0,"[ [ ""干満 (かんまん)"", ""ebb and flow (of a tide)"" ], [ ""干潮 (かんちょう)"", ""ebb tide"" ], [ ""若干 (じゃっかん)"", ""some, a few [n., adv.]"" ], [ ""干渉する (かんしょうする)"", ""interfere, intervene"" ], [ ""干拓する (かんたくする)"", ""reclam land"" ], [ ""干す (ほす)"", ""dry, drain"" ], [ ""梅干し (うめぼし)"", ""dried plum"" ], [ ""干る (ひる)"", ""dry [v.i.]"" ], [ ""干上がる (ひあがる)"", ""dry up, parch"" ], [ ""潮干狩り (しおひがり)"", ""shell gathering (at low tide)"" ] ]","ほ、ひ、ほす、ほし、ひる","干",61.0,"[]","kan-ho(su)","⼲",2116.0,"kan",1492.0,"Many 十 dried seeds sowed in the soil 一.",3.0,"カン","to dry, shield","kan","ka_1038","",""
"おのれ",6.0,5.0,"ma, maku, maki","roll up, volume, wind",9.0,"[ [ ""巻末 (かんまつ)"", ""end of a book"" ], [ ""全巻 (ぜんかん)"", ""the whole volume"" ], [ ""別巻 (べっかん)"", ""separate volume, extra issue"" ], [ ""第一巻 (だいいっかん)"", ""first volume"" ], [ ""巻く (まく)"", ""wind, coil, roll [v.t.]"" ], [ ""巻き添え (まきぞえ)"", ""get mixed up in [n.]"" ], [ ""葉巻 (はまき)"", ""cigar"" ], [ ""渦巻き (うずまき)"", ""whirlpool, eddy, coil"" ], [ ""のり巻き (のりまき)"", ""Sushi roll"" ], [ ""絵巻物 (えまきもの)"", ""picture scroll"" ] ]","ま、まく、まき","巻",58.0,"[ { ""txt_bk"" : ""cijr"", ""chapter"" : ""29"" } ]","kan-ma(ku)","⼰",1691.0,"onore",1466.0,"Person 己 holding hand scroll with both hands [133] → [136].",3.0,"カン","self","kan","ka_1039","",""
"ぎょうにんべん",3.0,1.0,"matsu, mataseru","wait",9.0,"[ [ ""待機する (たいきする)"", ""stand by"" ], [ ""期待する (きたいする)"", ""hope"" ], [ ""招待する (しょうたいする)"", ""invite"" ], [ ""待つ (まつ)"", ""wait"" ], [ ""待たせる (またせる)"", ""keep (a person) waiting"" ], [ ""待ち合わせる (まちあわせる)"", ""rendezvous"" ], [ ""待合室 (まちあいしつ)"", ""waiting room"" ] ]","まつ、またせる","待",70.0,"[ { ""chapter"" : ""13"", ""txt_bk"" : ""lesson"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""10"", ""txt_bk"" : ""txtAd2"" }, { ""chapter"" : ""22"", ""txt_bk"" : ""txtGenki"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""txtSFJ2"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""12"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""13"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""txtLookLearn"" }, { ""txt_bk"" : ""mosr"", ""chapter"" : ""11"" }, { ""txt_bk"" : ""mntr"", ""chapter"" : ""4"" } ]","ma(tsu)","⼻",269.0,"gyouninben",1609.0,"When one goes 彳 to the temple 寺 to worship, one has to wait in line.",3.0,"タイ","step, stride, street, to go","tai","ka_104","へん","hen"
"め",6.0,1.0,"n/a","watch, care for",9.0,"[ [ ""看板 (かんばん)"", ""sign, signboard, billboard"" ], [ ""看守 (かんしゅ)"", ""prison guard, jailer"" ], [ ""看護婦 (かんごふ)"", ""nurse"" ], [ ""看破する (かんぱする)"", ""penetrate, see through"" ], [ ""看病する (かんびょうする)"", ""nurse, attend (a sick person)"" ], [ ""看護する (かんごする)"", ""nurse, attend (a sick person)"" ] ]","","看",137.0,"[ { ""chapter"" : ""14"", ""txt_bk"" : ""jtr"" } ]","kan(gofu)","⽬",2051.0,"me",222.0,"Hand 手 shading the eyes 目 to watch carefully.",5.0,"カン","eye","kan","ka_1040","",""
"ふしづくり",6.0,6.0,"abu, aya, abunai, ayaui, ayabumu, ayauku","dangerous",6.0,"[ [ ""危機 (きき)"", ""crisis"" ], [ ""危害 (きがい)"", ""injury, harm, danger"" ], [ ""危篤 (きとく)"", ""on the verge of death"" ], [ ""危惧 (きぐ)"", ""fear, misgivings"" ], [ ""危険な (きけんな)"", ""dangerous, perilous, hazardous"" ], [ ""危ない (あぶない)"", ""dangerous, watch out! [adj.]"" ], [ ""危うく (あやうく)"", ""in imminent danger of, almost"" ], [ ""危うい (あやうい)"", ""dangerous, critical [adj.]"" ], [ ""危ぶむ (あやぶむ)"", ""have misgivings [v.t.]"" ] ]","あぶ、あや、あぶない、あやうい、あやぶむ、あやうく","危",30.0,"[ { ""chapter"" : ""32"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""10"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""10"", ""txt_bk"" : ""jt"" } ]","abu(nai)","⼙",2041.0,"fushizukuri",187.0,"Open mouth ク shouting warning about a bad luck 厄 <span class='note'>(cliff 厂, wounded person [35])</span>.",2.0,"キ","stamp, seal","ki","ka_1041","つくり","tsukuri"
"てへん",6.0,1.0,"n/a","wield, direct, command",12.0,"[ [ ""揮発油 (きはつゆ)"", ""volatile oil"" ], [ ""指揮者 (しきしゃ)"", ""conductor"" ], [ ""指揮棒 (しきぼう)"", ""conductor&apos;s baton"" ], [ ""指揮する (しきする)"", ""command, direct, conduct"" ], [ ""発揮する (はっきする)"", ""demonstrate one&apos;s ability"" ] ]","","揮",77.0,"[]","(shi)ki(bou)","⺘",430.0,"tehen",1960.0,"Commander's hand 扌 directing army 軍.",3.0,"キ","hand","ki","ka_1042","へん","hen"
"かい",6.0,1.0,"tatto, touto, tattoi, toutoi","noble, your honorable, valuable, respect",12.0,"[ [ ""貴族 (きぞく)"", ""noble, aristocrat"" ], [ ""貴社 (きしゃ)"", ""your company [respectful]"" ], [ ""貴金属 (ききんぞく)"", ""precious metal"" ], [ ""貴婦人 (きふじん)"", ""noblewoman"" ], [ ""貴重品 (きちょうひん)"", ""valuables, treasures"" ], [ ""貴重な (きちょうな)"", ""precious, valuable"" ], [ ""高貴な (こうきな)"", ""high class [adj.]"" ], [ ""貴い (たっとい/とうとい)"", ""precious, exalted, sacred [adj.]"" ], [ ""貴ぶ (たっとぶ/とうとぶ)"", ""value, prize, esteem [v.t.]"" ] ]","たっと、とうと、たっとい、とうとい","貴",187.0,"[ { ""chapter"" : ""4"", ""txt_bk"" : ""txtIKB"" } ]","ki-touto(i)","⾙",1669.0,"kai",4504.0,"Precious items 貝 inside 中 a safe 一, nobility inside their palaces.",7.0,"キ","shell, property, wealth","ki","ka_1043","",""
